id,user_posted,name,description,date_posted,photos,url,tagged_users,replies,reposts,likes,views,external_url,hashtags,followers,biography,posts_count,profile_image_link,following,is_verified,quotes,bookmarks,parent_post_details,external_image_urls,videos,quoted_post,pred_label_id,pred_label_name,p_Normal,p_Harassment,p_Defamation,p_Misleading,pred_confidence,risk_flag
1868083722471235914,bil███ard███,bil███ard███,"SEVENTEEN Talk BBMAs Performance, DJ Khaled Collab &amp; More | Billboard Music Awards 2024","""2024-12-15T00:00:41.000Z""",,https://x.com/billboard/status/1868083722471235914,,6,721,1945,32803,https://www.billboard.com/video/seventeen-talk-bbmas-performance-dj-khaled-collab-and-more/?utm_campaign=trueanthem&utm_medium=social&utm_source=twitter,,14257909,@billboardcharts • @billboardhiphop • @billboardlatin • @billboardfamily • @billboardpro • @shopbillboard • @billboarddance • @billboardpride,357584,https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,3784,False,2,33,"{""post_id"":null,""profile_id"":null,""profile_name"":null}","[""https://pbs.twimg.com/card_img/1867345602104934400/ZjPjmjvb?format=jpg&name=orig""]",,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",0,Normal,0.9945229,0.0016489084,0.0014926502,0.0023355535,0.9945229,False
1868121373425516847,bil███ard███,bil███ard███,"SEVENTEEN on How They Feel About Being on the Billboard Charts, How Much CARATs Mean to Them | Billboard Music Awards 2024","""2024-12-15T02:30:18.000Z""",,https://x.com/billboard/status/1868121373425516847,,5,848,2162,36042,https://www.billboard.com/video/seventeen-how-much-carats-mean-billboard-music-awards-2024-interview/?utm_campaign=trueanthem&utm_medium=social&utm_source=twitter,,14257910,@billboardcharts • @billboardhiphop • @billboardlatin • @billboardfamily • @billboardpro • @shopbillboard • @billboarddance • @billboardpride,357584,https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,3784,False,4,46,"{""post_id"":null,""profile_id"":null,""profile_name"":null}","[""https://pbs.twimg.com/card_img/1867346570292699136/jbNGlz9A?format=jpg&name=orig""]",,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",0,Normal,0.9941954,0.0017389706,0.0016752864,0.0023903723,0.9941954,False
1868407672376058098,Glo███ews███,Glo███ews███,"""Esse caminho que chegou no Braga Netto agora foi a questão da grana"", diz Eliane Cantanhêde.

➡ Assista à #GloboNews:","""2024-12-15T21:27:57.000Z""",,https://x.com/GloboNews/status/1868407672376058098,,43,47,247,13987,http://glo.bo/39WjXAu,"[""GloboNews"",""EspecialDeDomingo""]",5771760,Nunca desliga,222223,https://pbs.twimg.com/profile_images/1559102712435933185/mYnEVnNs_normal.jpg,122,False,2,9,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":248834,""video_url"":""https://video.twimg.com/amplify_video/1868407497276469248/vid/avc1/1920x1080/ZrgZHW8bVtkU4Tbv.mp4?tag=16""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",0,Normal,0.9944923,0.0026728131,0.0013411236,0.001493789,0.9944923,False
1868383589420707992,Glo███ews███,Glo███ews███,"O Ministério da Defesa anunciou que mulheres que completarem 18 anos em 2025 poderão fazer o alistamento militar voluntário. Ao todo, serão 1,5 mil vagas entre Exército, Marinha e Aeronáutica.

➡ Assista à #GloboNews:","""2024-12-15T19:52:15.000Z""",,https://x.com/GloboNews/status/1868383589420707992,,18,17,111,11871,http://glo.bo/39WjXAu,"[""GloboNews""]",5771760,Nunca desliga,222223,https://pbs.twimg.com/profile_images/1559102712435933185/mYnEVnNs_normal.jpg,122,False,3,3,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":122267,""video_url"":""https://video.twimg.com/amplify_video/1868383493664698368/vid/avc1/1920x1080/kqIMqEyJb103tJAG.mp4?tag=16""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",0,Normal,0.9845084,0.008556996,0.0021271252,0.004807564,0.9845084,False
1868352193499197494,Glo███ews███,Glo███ews███,"Lula teve alta neste domingo (15). O presidente estava internado desde segunda (9) em São Paulo, onde passou por uma cirurgia para drenar um hematoma na cabeça — ainda em decorrência da queda que sofreu em casa, em outubro.

➡ Assista à #GloboNews:","""2024-12-15T17:47:29.000Z""",,https://x.com/GloboNews/status/1868352193499197494,,64,21,263,12074,http://glo.bo/39WjXAu,"[""GloboNews""]",5771761,Nunca desliga,222223,https://pbs.twimg.com/profile_images/1559102712435933185/mYnEVnNs_normal.jpg,122,False,0,3,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":73134,""video_url"":""https://video.twimg.com/amplify_video/1868352125371043840/vid/avc1/1920x1080/yrKgWlcZ7NWjt33j.mp4?tag=16""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",0,Normal,0.9923159,0.0039187325,0.0014595386,0.0023058406,0.9923159,False
1868113795878461891,bil███ard███,bil███ard███,Stray Kids Accepts the Top Global K-Pop Artist | Billboard Music Awards 2024,"""2024-12-15T02:00:11.000Z""",,https://x.com/billboard/status/1868113795878461891,,12,1219,4997,53724,https://www.billboard.com/video/stray-kids-accepts-billboard-music-awards-top-global-k-pop-artist/?utm_campaign=trueanthem&utm_medium=social&utm_source=twitter,,14257910,@billboardcharts • @billboardhiphop • @billboardlatin • @billboardfamily • @billboardpro • @shopbillboard • @billboarddance • @billboardpride,357584,https://pbs.twimg.com/profile_images/1696577202496966657/FhNkxqHF_normal.jpg,3784,False,4,88,"{""post_id"":null,""profile_id"":null,""profile_name"":null}","[""https://pbs.twimg.com/card_img/1867403483823190019/FKkzMoHu?format=jpg&name=orig""]",,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",0,Normal,0.7947901,0.032923996,0.009898191,0.16238779,0.7947901,False
1868463142856180087,TNT███rts███,TNT███ort███R,"TEMOS UMA BRIGA POR TÍTULO NA ESPANHA? 👀🇪🇸 Com a derrota do Barcelona para o Leganés, os blaugranas perderam a gordura que tinham no topo da tabela e agora Real e Atlético encostaram! Nosso @marcelobechler analisou o resultado e o momento do Barça! 🔵🔴 #LaLiga","""2024-12-16T01:08:22.000Z""",,https://x.com/TNTSportsBR/status/1868463142856180087,"[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1117661756145512448"",""profile_name"":""Machado"",""url"":""https://x.com/marcelobechler""}]",2,2,40,15594,,"[""LaLiga""]",8293187,"⚽️ É muito mais Champions na Max, com TODOS os jogos ao vivo!
👇🏻Assine e assista clicando no link👇🏻",456734,https://pbs.twimg.com/profile_images/1807013047975768065/8sm_IGpw_normal.jpg,859,False,0,2,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":97330,""video_url"":""https://video.twimg.com/ext_tw_video/1868462982113513472/pu/vid/avc1/720x1280/zNVx6Wj2WQaJr_mK.mp4?tag=12""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",0,Normal,0.97994566,0.014023993,0.0017587059,0.0042716363,0.97994566,False
1868421338333077960,TNT███rts███,TNT███ort███R,"FOI UMA HONRA, IMPERADOR! 👏👏👏
Hoje o Adriano Imperador se despediu dos gramados em um jogo comemorativo no Maracanã! Que carreira fod@, com passagem por quatro clubes no Brasil e grande destaque na Internazionale e na #SeleçãoBrasileira!","""2024-12-15T22:22:15.000Z""","[""https://pbs.twimg.com/media/Ge33TDEX0AAfgjZ.jpg""]",https://x.com/TNTSportsBR/status/1868421338333077960,,21,189,2737,48418,,"[""SeleçãoBrasileira""]",8293192,"⚽️ É muito mais Champions na Max, com TODOS os jogos ao vivo!
👇🏻Assine e assista clicando no link👇🏻",456734,https://pbs.twimg.com/profile_images/1807013047975768065/8sm_IGpw_normal.jpg,859,False,10,21,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",0,Normal,0.94774187,0.027177436,0.0042483467,0.020832313,0.94774187,False
1868429967177957452,Glo███ews███,Glo███ews███,"Milhões de sírios deixaram o país devido à guerra e agora não sabem mais se vão poder permanecer na Europa — onde países estão revendo políticas de refúgio — ou se podem retornar em segurança para Síria.

➡ Assista à #GloboNews:","""2024-12-15T22:56:32.000Z""",,https://x.com/GloboNews/status/1868429967177957452,,1,1,21,8306,http://glo.bo/39WjXAu,"[""GloboNews"",""GloboNewsInternacional""]",5771758,Nunca desliga,222223,https://pbs.twimg.com/profile_images/1559102712435933185/mYnEVnNs_normal.jpg,122,False,1,2,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":78067,""video_url"":""https://video.twimg.com/amplify_video/1868429881698107392/vid/avc1/1920x1080/roA3wcViAOLzJ39p.mp4?tag=16""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",0,Normal,0.97244847,0.020126553,0.002440834,0.0049841683,0.97244847,False
1868401245876085034,Glo███ews███,Glo███ews███,"O #EspecialDeDomingo está no ar.

➡ Assista à #GloboNews:","""2024-12-15T21:02:24.000Z""",,https://x.com/GloboNews/status/1868401245876085034,,8,2,32,8239,http://glo.bo/39WjXAu,"[""EspecialDeDomingo"",""GloboNews""]",5771760,Nunca desliga,222223,https://pbs.twimg.com/profile_images/1559102712435933185/mYnEVnNs_normal.jpg,122,False,1,1,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":70467,""video_url"":""https://video.twimg.com/amplify_video/1868401155937574912/vid/avc1/1920x1080/_ijsMhcQlUdXoCVs.mp4?tag=16""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",0,Normal,0.9945463,0.002872698,0.0011690042,0.001412018,0.9945463,False
1868468740171673945,TNT███rts███,TNT███ort███R,"MUITA DIFERENÇA ENTRE OS CAMPEÕES! 😱💰 

Enquanto o Botafogo recebeu um prêmio de cerca de R$ 48 milhões pelo título do Brasileirão Betano, o Vélez foi campeão argentino e levou 500 mil dólares, cerca de R$ 3 milhões na conversão atual. #BrasileirãoBetano","""2024-12-16T01:30:36.000Z""","[""https://pbs.twimg.com/media/Ge4iaGGWAAAVySv.jpg""]",https://x.com/TNTSportsBR/status/1868468740171673945,,27,25,931,30000,,"[""BrasileirãoBetano""]",8293187,"⚽️ É muito mais Champions na Max, com TODOS os jogos ao vivo!
👇🏻Assine e assista clicando no link👇🏻",456734,https://pbs.twimg.com/profile_images/1807013047975768065/8sm_IGpw_normal.jpg,859,False,8,14,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",0,Normal,0.9353082,0.032461643,0.0034810335,0.028749123,0.9353082,False
1868453542400254164,TNT███rts███,TNT███ort███R,"O BOCA JUNIORS ESTARÁ NA LIBERTADORES 2025! 🔵🟡
Depois de ficar fora da #Libertadores2024, o Boca conseguiu a classificação para a edição 2025 depois do título do Vélez, no Campeonato Argentino.","""2024-12-16T00:30:13.000Z""","[""https://pbs.twimg.com/media/Ge4Udo6WYAAUhU9.jpg""]",https://x.com/TNTSportsBR/status/1868453542400254164,,10,11,341,22090,,"[""Libertadores2024""]",8293187,"⚽️ É muito mais Champions na Max, com TODOS os jogos ao vivo!
👇🏻Assine e assista clicando no link👇🏻",456734,https://pbs.twimg.com/profile_images/1807013047975768065/8sm_IGpw_normal.jpg,859,False,2,2,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",0,Normal,0.992935,0.0032912546,0.001308209,0.002465499,0.992935,False
1868445939360321723,TNT███rts███,TNT███ort███R,"VALE TUDO PELO PRIMEIRO LUGAR DO GRUPO! ⚔️🏆 Real Madrid e Chelsea vão duelar pela liderança da chave! É JOGÃO nesta terça-feira, AO VIVO na @streammaxbr (","""2024-12-16T00:00:00.000Z""","[""https://pbs.twimg.com/media/Ge36FKJW0AAM3HV.jpg""]",https://x.com/TNTSportsBR/status/1868445939360321723,"[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""1267893920970801152"",""profile_name"":""Max Brasil"",""url"":""https://x.com/StreamMaxBR""}]",2,1,33,14818,https://bit.ly/3OZv0Q6,"[""CasaDaChampionsFeminina""]",8293187,"⚽️ É muito mais Champions na Max, com TODOS os jogos ao vivo!
👇🏻Assine e assista clicando no link👇🏻",456734,https://pbs.twimg.com/profile_images/1807013047975768065/8sm_IGpw_normal.jpg,859,False,0,0,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,,"{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",0,Normal,0.9931196,0.00323005,0.0015448161,0.0021055671,0.9931196,False
1868418200008012245,Glo███ews███,Glo███ews███,".@miriamleitao comenta o fato de o presidente Lula não ter seguido o protocolo de transferir a função para seu vice, Geraldo Alckmin, durante internação hospitalar.

➡ Assista à #GloboNews:","""2024-12-15T22:09:47.000Z""",,https://x.com/GloboNews/status/1868418200008012245,"[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""16814640"",""profile_name"":""Míriam Leitão"",""url"":""https://x.com/miriamleitao""}]",95,8,107,13597,http://glo.bo/39WjXAu,"[""GloboNews"",""EspecialDeDomingo""]",5771758,Nunca desliga,222223,https://pbs.twimg.com/profile_images/1559102712435933185/mYnEVnNs_normal.jpg,122,False,3,6,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":250334,""video_url"":""https://video.twimg.com/amplify_video/1868417812177305601/vid/avc1/1920x1080/5pcZ_E0Xsc1gBVCZ.mp4?tag=16""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",0,Normal,0.995544,0.0020390917,0.0011787494,0.0012382581,0.995544,False
1868415158818603228,Glo███ews███,Glo███ews███,"""Apesar de ter muito CPF na onda do golpe, também há CPFs que entram para a história resistindo a esse golpe"", diz Eliane Cantanhêde, sobre envolvimento de militares em trama golpista.

➡ Assista à #GloboNews:","""2024-12-15T21:57:41.000Z""",,https://x.com/GloboNews/status/1868415158818603228,,51,14,117,14127,http://glo.bo/39WjXAu,"[""GloboNews"",""EspecialDeDomingo""]",5771758,Nunca desliga,222223,https://pbs.twimg.com/profile_images/1559102712435933185/mYnEVnNs_normal.jpg,122,False,2,5,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":267800,""video_url"":""https://video.twimg.com/amplify_video/1868414955914948608/vid/avc1/1920x1080/N91qaNH6ocBl_pmB.mp4?tag=16""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",0,Normal,0.9938747,0.003509297,0.0012108766,0.0014051392,0.9938747,False
1868414145973940591,Glo███ews███,Glo███ews███,".@miriamleitao: ""O que está se vendo agora, nunca se viu antes: o Exército dizer que está colaborando com as investigações. Antes, as Forças Armadas protegiam os seus. Dessa vez, a ideia é de que é preciso preservar a instituição"".

➡ Assista: https://t.co/mgnXyoxnmY #EspecialDeDomingo #GloboNews","""2024-12-15T21:53:40.000Z""",,https://x.com/GloboNews/status/1868414145973940591,"[{""biography"":null,""followers"":null,""following"":null,""is_verified"":null,""profile_id"":""16814640"",""profile_name"":""Míriam Leitão"",""url"":""https://x.com/miriamleitao""}]",136,142,922,26775,http://glo.bo/39WjXAu,,5771757,Nunca desliga,222223,https://pbs.twimg.com/profile_images/1559102712435933185/mYnEVnNs_normal.jpg,122,False,4,20,"{""post_id"":null,""profile_id"":null,""profile_name"":null}",,"[{""duration"":268934,""video_url"":""https://video.twimg.com/ext_tw_video/1868413915568263168/pu/vid/avc1/1280x720/7GQ5__Ap7WRZMFtl.mp4?tag=12""}]","{""data_posted"":null,""description"":null,""photos"":null,""post_id"":null,""profile_id"":null,""profile_name"":null,""url"":null,""videos"":null}",0,Normal,0.9960575,0.0014424792,0.0014210321,0.0010789013,0.9960575,False
